GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
Countries,DOM,Dominican Republic,2016,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,85
Countries,DOM,Dominican Republic,2015,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,DOM,Dominican Republic,2015,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,90
Countries,DOM,Dominican Republic,2014,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,DOM,Dominican Republic,2014,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,88
Countries,DOM,Dominican Republic,2013,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,83
Countries,DOM,Dominican Republic,2013,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,DOM,Dominican Republic,2012,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,DOM,Dominican Republic,2012,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,88
Countries,DOM,Dominican Republic,2011,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,DOM,Dominican Republic,2011,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,87
Countries,DOM,Dominican Republic,2010,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,DOM,Dominican Republic,2010,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,85
Countries,DOM,Dominican Republic,2009,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,DOM,Dominican Republic,2009,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,84
Countries,DOM,Dominican Republic,2008,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,DOM,Dominican Republic,2008,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,83
Countries,DOM,Dominican Republic,2007,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,82
Countries,DOM,Dominican Republic,2007,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,DOM,Dominican Republic,2006,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,81
Countries,DOM,Dominican Republic,2006,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,DOM,Dominican Republic,2005,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,DOM,Dominican Republic,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,79
Countries,DOM,Dominican Republic,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,DOM,Dominican Republic,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,81
Countries,DOM,Dominican Republic,2003,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,DOM,Dominican Republic,2003,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,83
Countries,DOM,Dominican Republic,2002,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,DOM,Dominican Republic,2002,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,86
Countries,DOM,Dominican Republic,2001,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,DOM,Dominican Republic,2001,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,88
Countries,DOM,Dominican Republic,2000,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,85
Countries,DOM,Dominican Republic,2000,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,ECU,Ecuador,2020,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,331025,266550,80.52
Countries,ECU,Ecuador,2020,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,331025,232883,70.35
Countries,ECU,Ecuador,2019,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,331669,250964,76
Countries,ECU,Ecuador,2019,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,331669,276289,83
Countries,ECU,Ecuador,2018,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,332461,276814,83
Countries,ECU,Ecuador,2018,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,332461,245983,74
Countries,ECU,Ecuador,2017,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,333306,244513,73
Countries,ECU,Ecuador,2017,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,333306,268684,81
Countries,ECU,Ecuador,2016,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,334250,286473,85.71
Countries,ECU,Ecuador,2016,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,334250,213562,63.89
Countries,ECU,Ecuador,2015,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,337538,282112,83.58
Countries,ECU,Ecuador,2015,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,340865,259898,76.25
Countries,ECU,Ecuador,2014,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,338041,200625,59.35
Countries,ECU,Ecuador,2014,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,336294,286896,85
Countries,ECU,Ecuador,2013,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,337662,325876,96.51
Countries,ECU,Ecuador,2013,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,336659,281054,83.48
Countries,ECU,Ecuador,2012,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,306675,167282,54.55
Countries,ECU,Ecuador,2012,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,307549,311598,101.32
Countries,ECU,Ecuador,2011,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,285203,269192,94.39
Countries,ECU,Ecuador,2011,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,286600,262284,91.52
Countries,ECU,Ecuador,2010,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,285220,315893,110.75
Countries,ECU,Ecuador,2010,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,286600,260530,90.9
Countries,ECU,Ecuador,2009,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,144815,143338,98.98
Countries,ECU,Ecuador,2009,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,285722,322717,112.95
Countries,ECU,Ecuador,2008,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,ECU,Ecuador,2008,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,286243,279501,98
Countries,ECU,Ecuador,2007,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,ECU,Ecuador,2007,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,286873,294877,103
Countries,ECU,Ecuador,2006,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,287456,281754,97
Countries,ECU,Ecuador,2006,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,ECU,Ecuador,2005,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,ECU,Ecuador,2005,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,287863,267839,93.04
Countries,ECU,Ecuador,2004,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,289306,267974,100
Countries,ECU,Ecuador,2004,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,ECU,Ecuador,2003,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,278883,295514,99
Countries,ECU,Ecuador,2002,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,ECU,Ecuador,2002,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,293859,234513,79.8
Countries,ECU,Ecuador,2001,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,293977,341451,116.1
Countries,ECU,Ecuador,2001,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,ECU,Ecuador,2000,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,ECU,Ecuador,2000,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
Countries,ECU,Ecuador,2020,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80.52
Countries,ECU,Ecuador,2020,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,70.35
Countries,ECU,Ecuador,2019,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,76
Countries,ECU,Ecuador,2019,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,83
Countries,ECU,Ecuador,2018,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,74
Countries,ECU,Ecuador,2018,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,83
Countries,ECU,Ecuador,2017,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80.61
Countries,ECU,Ecuador,2017,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,73.35
Countries,ECU,Ecuador,2016,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,63.66
Countries,ECU,Ecuador,2016,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,85.52
Countries,ECU,Ecuador,2015,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,83.58
Countries,ECU,Ecuador,2015,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,76.25
Countries,ECU,Ecuador,2014,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,59
Countries,ECU,Ecuador,2014,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,85
Countries,ECU,Ecuador,2013,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,83
Countries,ECU,Ecuador,2013,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97
Countries,ECU,Ecuador,2012,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,101.32
Countries,ECU,Ecuador,2012,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,54.55
Countries,ECU,Ecuador,2011,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,94
Countries,ECU,Ecuador,2011,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,92
Countries,ECU,Ecuador,2010,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,90.9
Countries,ECU,Ecuador,2010,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,110.76
Countries,ECU,Ecuador,2009,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,99
Countries,ECU,Ecuador,2009,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,112.95
Countries,ECU,Ecuador,2008,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
Countries,ECU,Ecuador,2008,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,ECU,Ecuador,2007,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,103
Countries,ECU,Ecuador,2006,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,ECU,Ecuador,2006,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97
Countries,ECU,Ecuador,2005,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93
Countries,ECU,Ecuador,2005,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,ECU,Ecuador,2004,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,ECU,Ecuador,2004,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,99.5
Countries,ECU,Ecuador,2003,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
Countries,ECU,Ecuador,2002,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,79.8
Countries,ECU,Ecuador,2002,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,ECU,Ecuador,2001,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
Countries,ECU,Ecuador,2001,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,ECU,Ecuador,2000,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,ECU,Ecuador,2000,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,84
Countries,ECU,Ecuador,2020,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,81
Countries,ECU,Ecuador,2020,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,70
Countries,ECU,Ecuador,2019,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,76
Countries,ECU,Ecuador,2019,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,83
Countries,ECU,Ecuador,2018,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,83
Countries,ECU,Ecuador,2018,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,74
Countries,ECU,Ecuador,2017,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,73
Countries,ECU,Ecuador,2017,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,81
Countries,ECU,Ecuador,2016,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,86
Countries,ECU,Ecuador,2016,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,64
Countries,ECU,Ecuador,2015,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,84
Countries,ECU,Ecuador,2015,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,76
Countries,ECU,Ecuador,2014,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,85
Countries,ECU,Ecuador,2014,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,59
Countries,ECU,Ecuador,2013,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,ECU,Ecuador,2013,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,70
Countries,ECU,Ecuador,2012,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,ECU,Ecuador,2012,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,81
Countries,ECU,Ecuador,2011,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
Countries,ECU,Ecuador,2011,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
Countries,ECU,Ecuador,2010,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,91
Countries,ECU,Ecuador,2010,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,ECU,Ecuador,2009,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,ECU,Ecuador,2009,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,ECU,Ecuador,2008,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,ECU,Ecuador,2008,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,ECU,Ecuador,2007,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,ECU,Ecuador,2007,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,ECU,Ecuador,2006,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,ECU,Ecuador,2006,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,ECU,Ecuador,2005,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,ECU,Ecuador,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
Countries,ECU,Ecuador,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,ECU,Ecuador,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,ECU,Ecuador,2003,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,ECU,Ecuador,2003,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
